dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"야 뭐해
어 나 지금 도서관이야
조용히 해야겠다 미안
아냐 괜찮아 근데 그거 들었어
뭐
이번에 새로운 게임 나왔대
오 진짜 무슨 게임인데
그게 이름이 근데 기억 안 나는데 엄청 기대돼
어떤 특징이 있어
그래픽도 대박이고 이야기 전개가 완전 영화 같아
오 좋다 나도 빨리 해보고 싶다
주말에 같이 해볼래
그러자 나중에 봐
그래 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '새로운 게임 출시 소식 공유', 'tone': '즐거움', 'topic': '게임 출시일, 특징, 기대감 공유', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['구현민', '민유진']}",새로운 게임 출시 소식 공유,친구,"게임 출시일, 특징, 기대감 공유",
"어 나야
지금 도서관에서 전화하는 중이라 크게 말 못해
어차피 조용히 얘기하면 되니까 괜찮아
이번 주말에 전시회 어떻게 할지 얘기해보려고
그래 좋아 나도 보고 싶었어
입장료 제가 얼마지
음 검색해보니까 만 원 정도래
그럼 같이 가는 걸로 하자
어떻게 갈까
차 끌고 가면 주차비가 좀 들긴 할 텐데
맞아 그럼 지하철 타고 가자
그게 좋겠다
일찍 만나서 근처에 뭐 먹고 가자
그래 그렇게 하자
알았어 그럼 토요일에 보자
응 나중에 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '협조적', 'topic': '전시회 관람 계획', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['허아린', '백유주']}",전시회 관람 계획,친구,"전시회 일정, 입장료, 교통 논의",
"야 뭐해
어 나 지금 집이야
있잖아 이번 주말에 전시회 보러 가려고 생각 중인데 같이 갈래
오 좋은 생각이야 어떤 전시회야
현대 미술 전시회인데 입장료가 10,000원이래
괜찮네 그럼 몇 시에 만날까
음 전시회가 11시부터 시작하니까 그 전에 만나서 점심 먹고 가자
좋아 어디서 만날까
고속터미널역에서 만나면 어때 그쪽이 전시회장 가기 편하잖아
맞아 거기서 만나자 교통편은 확인해봤어
응 지하철 타면 20분 정도 걸리더라고
오케이 그럼 그때 봐
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '협조적', 'topic': '전시회 관람 계획', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['손성민', '유수아']}",전시회 관람 계획,친구,"전시회 일정, 입장료, 교통 논의",
"야 뭐해
어 나 지금 밖에 나와 있어 바람 불어
진짜 바람 쎄
음 어제 그 앨범 들어봤어
들어봤지 진짜 대박이더라
그러니까 트랙 하나하나가 다 좋더라
그 인트로도 너무 좋았어
맞아 맞아 특히 그 두 번째 트랙 그거 아주 좋았어
하하 맞아 그 곡에서 퍼커션 소리 엄청 인상적이었어
완전 인정 나도 무한 반복했어
음 그런데 나 이번 앨범에서 베스트는 마지막 곡인 것 같아
아 그거 나중에 듣고 완전 빠졌어
진짜 거기 보컬 너무 좋았어 감정이 확 느껴지더라
그러게 그리고 곡 전반에 흐르는 그 분위기가 진짜 좋아
하아 진짜 다음 주에 그들 공연도 가고 싶다
좋지 그 날 날씨도 좋았음 좋겠다
그러게 그럼 나중에 봐
응 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '새 앨범 감상과 의견 나누기', 'tone': '편안함', 'topic': '음악 앨범 리뷰', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['강예진', '김주호']}",음악 앨범 리뷰 토론,친구,새 앨범 감상과 의견 나누기,
"야 뭐해
나 그냥 카페야 너는
나도 지금 카페인데 좀 시끄럽다
그래서 잘 안 들려 근데 새로운 앨범 들어봤어
어 그게 말이야 어제 들었는데 대박이더라
맞아 맞아 나도 완전 빠졌어 특히 두 번째 트랙 어때
완전 좋았어 멜로디가 진짜 감동적이더라
맞아 나도 그거 들으면서 잠시 멍 때렸어 히히
아 그러니까 이번 앨범 진짜 잘 만든 것 같아
그러게 다른 앨범보다 훨씬 깊이 있는 느낌이랄까
음 근데 나중에 시간 되면 같이 들어볼래
그래 좋지 같이 듣고 또 얘기하자
오케이 그럼 나중에 봐
어 그래 곧 다시 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '새 앨범 감상과 의견 나누기', 'tone': '편안함', 'topic': '음악 앨범 리뷰', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['강하연', '허지유']}",음악 앨범 리뷰 토론,친구,새 앨범 감상과 의견 나누기,
"야 뭐해
어 나 지금 버스 타고 가는 중이야
아 그래 다름이 아니라 이번 주말에 그 축제 가는 거 얘기 좀 하자고
아 맞다 맞다 우리 그거 언제 갈까
일요일 어때 가능해
어 좋아 나도 일요일 괜찮아 근데 뭘 준비해야 할까
음 일단 물은 꼭 챙기고 그게 사람 엄청 많아서 간식도 챙겨가는 게 좋을 것 같아
맞아 간식 중요하지 저번에 갔을 때 엄청 배고팠었잖아 하하
크크 그러게 그럼 간식이랑 물 챙기고 혹시 우산 필요할 수도 있을까
일기예보 보니까 비 올 수도 있다네 그래서 작은 우산 하나씩 챙기자
오케이 좋다 그럼 일요일에 보자 연락해
응 그래 조심히 가고 나중에 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['양준혁', '최지후']}",축제 방문 계획,친구,지역 축제 방문 날짜 및 준비물 논의,
"야 뭐해 지금
나 밖에 나와 있어 바람 불어
오 좋겠다 나도 나가고 싶다
저기 말인데 주말에 그 지역 축제 가볼래
그거 재밌다며 막 먹을 것도 많고
맞아 그리고 거기 퍼레이드도 하잖아
완전 좋지 그러면 뭐 가지고 갈 거 있어
간단히 먹을 것 좀 챙기고 돗자리도 있으면 좋겠다
어 나 그거 챙길게 그리고 아 착용할 모자랑 선크림도 필수지
진짜 오랜만에 가네 기대돼
그러게 그럼 우리 몇 시에 만나 갈까
오전에 만나서 일찍 가자 한 열 시 어때
오케이 그럼 나중에 연락하고 그때 만나
알았어 나중에 봐
",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['최나은', '최하윤']}",축제 방문 계획,친구,지역 축제 방문 날짜 및 준비물 논의,
"어 나야 지금 걷는 중이야
어 뭐해
나도 나와서 걷는 중이야
저기 그 공연 말이야 날짜 정했어
아직 아니야 주말 중에 언제 괜찮아
음 토요일 어때
토요일 좋아 그럼 시간은 오후에 볼까
어 좋아 오후에 보자
좌석은 어디로 할래
좀 앞쪽이 좋지 않아
응 나도 앞쪽이 좋아 그럼 그쪽으로 예매할게
오케이 그럼 그렇게 하자
좋아 나중에 또 연락할게
알겠어 조심히 들어가
응 너도 조심히 들어가",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '공연 예매 일정 조율', 'tone': '협조적', 'topic': '공연 관람 날짜와 좌석 결정', 'emotion': '즐거움', 'call_environment': '이동 중', 'participants': ['강하영', '안현민']}",공연 예매 일정 조율,친구,공연 관람 날짜와 좌석 결정,
"야 뭐해 지금
어 나 지금 도서관인데 조용히 해야 돼
아 미안 미안 잠깐만 얘기해도 돼
응 괜찮아 무슨 일이야
우리 공연 보러 가기로 했잖아 날짜랑 좌석 정해야 할 것 같아서
아 맞다 그거 언제 보러 갈 거야
다음 주 토요일 어때 시간이 좀 여유 있을 것 같아서
좋아 나도 그날 시간 돼
그리고 좌석은 어디로 할까 앞쪽이 좋긴 한데
응 근데 앞쪽이 조금 비싸지 않아
그래서 중간 정도로 해도 괜찮을 것 같아
좋아 그럼 그렇게 하고 예약해
오케이 그럼 예약하고 나중에 자세히 다시 얘기하자
응 그래 고마워 잘 부탁해
알았어 나중에 봐
응 도서관에서 빨리 나가야겠다
알겠어 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['장시우', '황지훈']}",공연 예매 일정 조율,친구,공연 관람 날짜와 좌석 결정,
"야 뭐해
음 그냥 집에서 쉬고 있어
저기 말인데 우리 다음 주에 모임 어때
어 좋아 이번에 다들 시간 괜찮은 거지
그러게 지난번에 못 온 사람도 오기로 했잖아
맞아 우리 이번엔 어디서 할까
이번엔 우리 집에서 하면 어때 조용하고 편할 거 같은데
오 좋지 그러면 시간은 몇 시쯤이 좋아
오후 다섯 시쯤 어때
좋아 그럼 그렇게 하자 나머지 애들한테도 말해줄게
고마워 그럼 모임 때 봐
그래 잘 지내고 있구",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '협조적', 'topic': '정기 모임 일정 조율', 'emotion': '즐거움', 'participants': ['성은우', '심민성'], 'call_environment': '조용한 실내'}",취미 모임 일정 조율,친구,정기 모임 날짜와 장소 논의,
"야 뭐해
나 지금 밖에 나와서 바람 쐬고 있어 너는
나도 마침 걷고 있어 바람 살살 부니까 좋더라
그러게 요즘 날씨 진짜 좋지 그래도 슬슬 우리 모임 날짜 잡아야 되지 않겠어
oh 맞아 우리 언제 볼까 이번 주중 어때
음 주중에 조금 바쁘긴 한데 주말은 어때
주말 괜찮지 다들 주말에 모이기 좋아하더라 장소는 어디서 할까
저번에 갔던 공원 괜찮았잖아 거기 계속 갈까
그 공원 좋지 그럼 이번에도 그쪽으로 가자
알겠어 그럼 다들 그럼으로 얘기해둘게
고마워 연락해줘
그래그래 나중에 봐
응 나중에
",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '협조적', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['박소율', '곽예진']}",취미 모임 일정 조율,친구,정기 모임 날짜와 장소 논의,
"야 뭐해
어 나 지금 카페에 있어
카페 시끄럽네
어 좀 그렇지 하하
동호회 대회 얘기 좀 해보자
그래 좋아 언제 하는 거야
다음 주 토요일 오후 두 시야
준비물 뭐 있어
유니폼이랑 개인 장비 정도
참가비는 얼마나 들까
한 사람당 오만원이래
음 그래 그럼 어디서 만나
대회장 바로 앞에서 만나자
좋아 그때 보자
알았어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '대회 참여 계획', 'tone': '협조적', 'topic': '대회 일정, 준비물, 참가비', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['윤지후', '임지우']}",동호회 대회 참여 계획,친구,"대회 일정, 준비물, 참가비 논의",
"야 너 지금 카페야
어 맞아 좀 시끄럽지
그래도 괜찮아 들리니까
이번 주말에 동호회 대회 있는 거 알지
응 알고 있어 그리고 참가비 준비했어
준비물 뭘 챙겨야 돼 엄청 많지는 않지
음 유니폼하고 간단한 간식 정도면 될 거 같아
그럼 유니폼도 새로 맞춰야 해
응 이번엔 조금 다른 스타일로 하기로 했잖아
색깔은 그대로 가는 거지
응 색깔은 유지하고 디자인만 조금 바꾸려고
참가비는 얼마나 필요해
원래 만원이었는데 이번에는 오천원씩 더 모으기로 했어
아 그렇구나 알겠어 준비할게
그럼 준비물은 다 챙겼으니까 걱정 없지
응 응원도 많이 해줘야지
맞아 맞아 하하 기대된다
그래 이번엔 좀 더 잘할 수 있을 것 같아
진짜 열심히 하자
그래 그럼 주말에 보자
응 그때 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '대회 참여 계획', 'tone': '협조적', 'topic': '대회 일정 및 준비물', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['강소윤', '차라윤']}",동호회 대회 참여 계획,친구,"대회 일정, 준비물, 참가비 논의",
"야 영화 재밌었어
진짜 대박이더라
나도 완전 몰입했어
특히 그 장면에서 어땠어
어 맞아 그 부분 너무 충격적이었어
하하 맞지 좀 예상 밖이더라
나도 완전 반전일 줄 몰랐어
근데 전체적으로는 어땠어
음 그래서 그런지 나한테는 좀 뻔한 느낌이었어
아 그럴 수 있지
근데 색감이나 음악은 정말 좋았어
응 나도 그 점이 마음에 들었어
다음에 또 같이 볼까
그래 그러자 좋은 영화 있으면 알려줘
거기 바람 불어 목소리 잘 안 들려
아 미안 바람 세네 잠깐만
오케이 지금은 잘 들려
그럼 언제 다시 만나서 영화 보자
주말 괜찮아
응 주말에 같이 보자
좋아 나 가서 좀 쉬어야겠다
나도 그래 연락할게
응 나중에 봐
안녕",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '영화 감상 나누기', 'tone': '편안함', 'topic': '영화 줄거리, 감상, 추천 여부', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['권하윤', '우현준']}",영화 관람 후 감상 나누기,친구,"영화 줄거리, 감상, 추천 여부 토론",
"야 방금 본 영화 진짜 대박이지 않냐
그러니까 말이야 근데 좀 시끄러워서 잘 안 들렸어
맞아 나도 몇 부분은 잘 못 들었어
스토리 전개가 너무 빨랐다 그치
어 나도 좀 정신없었어 그럼에도 진짜 재밌더라
마지막 반전 대박이었지
하하 그거 예상 못 했어 나도 깜짝 놀랐잖아
근데 캐릭터들이 좀 더 개성 있으면 좋았을 것 같아
음 맞아 그래도 배우들 연기력은 진짜 최고였지
진짜 그 배우는 어떤 역할을 해도 잘하더라
다음에 또 다른 영화 보러 갈까 그런 종류로
좋지 다음엔 조용한 곳에서 보자
그래 그럼 다음에 연락하자 재밌었어
응 나도 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '영화 줄거리, 감상, 추천 여부 토론', 'tone': '편안함', 'topic': '영화 관람 후 감상 나누기', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['최시연', '민나은']}",영화 관람 후 감상 나누기,친구,"영화 줄거리, 감상, 추천 여부 토론",
